x_centers y_centers z_centers rhos
-0.7350000143051147 2.924999952316284 1.2949999570846558 0.029999999329447746
-0.6600000262260437 0.8600000143051147 2.640000104904175 0.029999999329447746
-0.5199999809265137 0.48500001430511475 2.0350000858306885 0.03999999910593033
-0.5299999713897705 0.5450000166893005 2.2950000762939453 0.03999999910593033
-0.5450000166893005 0.675000011920929 1.059999942779541 0.029999999329447746
-0.4950000047683716 0.8149999976158142 2.7899999618530273 0.03999999910593033
-0.5 0.574999988079071 1.6749999523162842 0.029999999329447746
-0.5249999761581421 0.5550000071525574 2.315000057220459 0.029999999329447746
-0.5049999952316284 3.1050000190734863 0.9100000262260437 0.03999999910593033
-0.5 0.75 2.680000066757202 0.029999999329447746
-0.4749999940395355 0.49000000953674316 0.7149999737739563 0.029999999329447746
-0.45500001311302185 0.38999998569488525 1.940000057220459 0.029999999329447746
-0.4699999988079071 0.5849999785423279 0.5899999737739563 0.029999999329447746
-0.4650000035762787 0.5799999833106995 1.9199999570846558 0.029999999329447746
-0.4449999928474426 2.805000066757202 1.399999976158142 0.03999999910593033
-0.4350000023841858 0.41499999165534973 0.5550000071525574 0.029999999329447746
-0.4399999976158142 1.7799999713897705 0.5350000262260437 0.029999999329447746
-0.41999998688697815 0.375 1.965000033378601 0.029999999329447746
-0.4000000059604645 1.6200000047683716 0.6949999928474426 0.03999999910593033
-0.41999998688697815 0.5450000166893005 2.4749999046325684 0.029999999329447746
-0.4050000011920929 0.46000000834465027 2.380000114440918 0.029999999329447746
-0.4000000059604645 1.4550000429153442 0.5099999904632568 0.029999999329447746
-0.4000000059604645 2.5 1.8849999904632568 0.029999999329447746
-0.38999998569488525 0.3199999928474426 2.1449999809265137 0.029999999329447746
-0.375 0.8999999761581421 1.1799999475479126 0.029999999329447746
-0.36000001430511475 2.694999933242798 1.0299999713897705 0.03999999910593033
-0.3400000035762787 2.4649999141693115 2.130000114440918 0.03999999910593033
-0.36000001430511475 2.0350000858306885 0.9350000023841858 0.029999999329447746
-0.3199999928474426 1.434999942779541 1.4850000143051147 0.029999999329447746
-0.3199999928474426 2.640000104904175 0.8600000143051147 0.029999999329447746
-0.32499998807907104 3.299999952316284 2.9649999141693115 0.029999999329447746
-0.29499998688697815 1.809999942779541 2.5399999618530273 0.029999999329447746
-0.2750000059604645 0.7250000238418579 1.7400000095367432 0.03999999910593033
-0.2549999952316284 1.4299999475479126 1.2949999570846558 0.029999999329447746
-0.25999999046325684 1.9850000143051147 1.3350000381469727 0.029999999329447746
-0.26499998569488525 0.9049999713897705 2.0399999618530273 0.03999999910593033
-0.20499999821186066 1.6399999856948853 3.1649999618530273 0.03999999910593033
-0.17499999701976776 0.9300000071525574 1.7200000286102295 0.03999999910593033
-0.2199999988079071 2.140000104904175 1.3350000381469727 0.029999999329447746
-0.20999999344348907 0.33500000834465027 2.4600000381469727 0.029999999329447746
-0.1899999976158142 1.0299999713897705 1.8799999952316284 0.029999999329447746
-0.1850000023841858 1.6050000190734863 2.049999952316284 0.029999999329447746
-0.18000000715255737 1.149999976158142 1.7799999713897705 0.029999999329447746
-0.17499999701976776 1.3350000381469727 1.2350000143051147 0.029999999329447746
-0.13500000536441803 0.9200000166893005 1.7599999904632568 0.029999999329447746
-0.125 1.3200000524520874 0.8450000286102295 0.03999999910593033
-0.10000000149011612 2.2149999141693115 1.8849999904632568 0.03999999910593033
-0.11500000208616257 3.309999942779541 3.569999933242798 0.029999999329447746
-0.10499999672174454 1.965000033378601 0.875 0.03999999910593033
-0.08500000089406967 1.274999976158142 0.7300000190734863 0.029999999329447746
-0.05999999865889549 1.4850000143051147 2.5299999713897705 0.029999999329447746
-0.05999999865889549 1.715000033378601 0.7799999713897705 0.03999999910593033
0.07999999821186066 0.7400000095367432 2.434999942779541 0.029999999329447746
0.12999999523162842 0.8849999904632568 2.2850000858306885 0.029999999329447746
0.13500000536441803 2.990000009536743 2.3450000286102295 0.029999999329447746
0.1550000011920929 1.909999966621399 2.934999942779541 0.029999999329447746
0.14499999582767487 0.22499999403953552 0.875 0.029999999329447746
0.1599999964237213 2.7799999713897705 3.0 0.029999999329447746
0.18000000715255737 1.625 2.609999895095825 0.029999999329447746
0.18000000715255737 1.7300000190734863 2.8450000286102295 0.029999999329447746
0.2150000035762787 0.9950000047683716 2.184999942779541 0.029999999329447746
0.2199999988079071 2.1050000190734863 2.375 0.029999999329447746
0.2549999952316284 1.590000033378601 1.5750000476837158 0.029999999329447746
0.2750000059604645 2.2750000953674316 2.3299999237060547 0.029999999329447746
0.25999999046325684 2.184999942779541 2.380000114440918 0.029999999329447746
0.28999999165534973 2.1050000190734863 2.2799999713897705 0.029999999329447746
0.3100000023841858 2.1050000190734863 2.009999990463257 0.029999999329447746
0.35499998927116394 0.45500001311302185 1.590000033378601 0.029999999329447746
